10000 100000
1885 4170 1000000
1130 9478 1000000
3686 4170 1000000
4127 4170 1000000
888 9478 1000000
6819 5822 1000000
2989 6890 1000000
1728 9478 1000000
7752 5385 1000000
6295 7824 1000000
2795 9478 1000000
5235 8706 1000000
5188 4170 1000000
6073 5822 1000000
1217 773 -215788
3675 8706 1000000
3205 3594 1000000
9465 5385 1000000
8436 5385 1000000
8473 7824 1000000
6484 7720 -214719
4403 6890 1000000
3453 9205 1000000
7783 5385 1000000
5472 7824 1000000
3294 5822 1000000
9217 8706 1000000
6755 9205 1000000
3465 3594 1000000
8286 9478 1000000
2088 9478 1000000
4618 3594 1000000
5650 5822 1000000
7876 4170 1000000
8788 6890 1000000
6360 3594 1000000
7111 9205 1000000
908 5822 1000000
3214 9205 1000000
7280 8706 1000000
8953 9478 1000000
7489 9205 1000000
7780 5385 1000000
5563 8706 1000000
3964 8706 1000000
4138 6890 1000000
815 2647 -210850
4836 5385 1000000
7945 4170 1000000
5954 7395 -210248
2635 5822 1000000
4512 4170 1000000
4444 7824 1000000
9273 2924 -218323
5193 7824 1000000
744 6890 1000000
9176 9478 1000000
9126 4170 1000000
6037 6890 1000000
5874 5385 1000000
8074 4170 1000000
4910 5822 1000000
889 9205 1000000
1846 7824 1000000
6428 9478 1000000
7124 4170 1000000
3915 5822 1000000
5291 5822 1000000
9765 8706 1000000
5233 4170 1000000
1633 3017 -213386
2983 9478 1000000
1177 9205 1000000
7545 6890 1000000
6453 7824 1000000
675 4170 1000000
1996 7824 1000000
7865 5822 1000000
6498 8706 1000000
8059 5385 1000000
3528 6890 1000000
410 7824 1000000
1197 3594 1000000
47 3594 1000000
9955 7824 1000000
3115 8706 1000000
237 6890 1000000
7583 3875 -217105
3855 9478 1000000
8243 9478 1000000
4330 1341 -218436
955 4170 1000000
6715 9478 1000000
607 5822 1000000
2526 9478 1000000
8649 6890 1000000
9997 9205 1000000
8812 3594 1000000
7853 7824 1000000
4134 5385 1000000
8528 9205 1000000
3755 8706 1000000
3225 9478 1000000
4846 3594 1000000
4626 4496 -216206
492 9205 1000000
3056 9205 1000000
6775 5822 1000000
948 6890 1000000
3744 4170 1000000
5980 9205 1000000
6653 5822 1000000
4582 7824 1000000
3834 7824 1000000
3877 9478 1000000
9473 8706 1000000
7933 9478 1000000
566 8706 1000000
8913 7824 1000000
2812 6890 1000000
3163 2598 -216963
7632 9478 1000000
453 8706 1000000
4228 4170 1000000
7329 6890 1000000
1181 5822 1000000
2119 9478 1000000
2110 5385 1000000
3147 3594 1000000
117 5385 1000000
1152 9478 1000000
5117 5822 1000000
3059 7824 1000000
6063 7824 1000000
2415 8706 1000000
8047 9205 1000000
2910 8706 1000000
9265 7824 1000000
2619 2902 -209840
1634 7824 1000000
8475 8112 -219208
8513 9478 1000000
8407 3594 1000000
8804 5385 1000000
2187 8762 -214829
4680 7824 1000000
4335 3594 1000000
9101 3594 1000000
4070 5822 1000000
6725 7824 1000000
8531 5822 1000000
416 5385 1000000
1422 9205 1000000
1646 4170 1000000
6541 6890 1000000
989 6890 1000000
4633 9478 1000000
3022 8706 1000000
1728 5385 1000000
8624 3594 1000000
5111 6890 1000000
4296 7824 1000000
1500 5822 1000000
3094 6890 1000000
9499 5385 1000000
6904 5385 1000000
8767 5385 1000000
6897 3594 1000000
889 4170 1000000
7868 9205 1000000
6177 7824 1000000
2904 6890 1000000
375 7824 1000000
962 9205 1000000
3894 6890 1000000
2199 4170 1000000
3671 4170 1000000
6627 6890 1000000
1141 6890 1000000
3141 5385 1000000
266 9205 1000000
8581 8706 1000000
6306 4170 1000000
4710 8706 1000000
8156 8706 1000000
7923 686 -216842
5129 5822 1000000
8381 3594 1000000
4502 8706 1000000
3555 6890 1000000
5749 3594 1000000
986 3300 1000000
7986 6890 1000000
7751 9205 1000000
1518 8706 1000000
2245 5822 1000000
4649 8706 1000000
4972 9205 1000000
6249 5385 1000000
5148 8706 1000000
6418 9205 1000000
7407 3594 1000000
3478 6890 1000000
3472 9205 1000000
589 3594 1000000
9040 8706 1000000
1896 8706 1000000
8682 3984 -211002
2803 5822 1000000
2212 8706 1000000
2762 9205 1000000
8464 6890 1000000
3375 3594 1000000
6236 5385 1000000
3631 3594 1000000
6009 8706 1000000
8730 9205 1000000
9665 5822 1000000
1388 8706 1000000
6770 4170 1000000
8098 648 -217952
5498 8706 1000000
3960 402 -210611
7682 3594 1000000
6328 7824 1000000
4322 5385 1000000
9338 7824 1000000
1338 5822 1000000
4436 5822 1000000
1695 9037 -219258
5347 7824 1000000
5474 5385 1000000
9627 6890 1000000
2094 5822 1000000
299 7824 1000000
1875 9205 1000000
1041 9205 1000000
5067 9478 1000000
7807 5822 1000000
2845 5822 1000000
977 3594 1000000
8579 6890 1000000
9141 4170 1000000
6626 5385 1000000
3606 9205 1000000
3060 9205 1000000
7638 8706 1000000
2064 9478 1000000
6265 3594 1000000
7503 6890 1000000
3628 3594 1000000
8478 5385 1000000
5844 9205 1000000
4123 5385 1000000
8916 9205 1000000
4507 5822 1000000
1490 8018 -213801
4875 5385 1000000
1736 4170 1000000
725 5385 1000000
2766 8706 1000000
9811 9478 1000000
7994 6890 1000000
8181 6890 1000000
8545 2571 -213632
5927 7824 1000000
5389 3594 1000000
8808 9478 1000000
642 3488 -218398
8672 5822 1000000
5122 5822 1000000
6345 7824 1000000
5399 4170 1000000
4722 3594 1000000
2629 9478 1000000
841 7824 1000000
7899 5385 1000000
9631 7824 1000000
7955 8706 1000000
1201 9478 1000000
8680 9205 1000000
6666 7824 1000000
9401 9478 1000000
279 7824 1000000
6192 3594 1000000
9399 5385 1000000
6474 9205 1000000
3412 8706 1000000
2853 8706 1000000
4645 8706 1000000
9699 8706 1000000
2896 6572 -216534
5684 9205 1000000
8463 5385 1000000
937 8706 1000000
8236 5385 1000000
9320 5822 1000000
3451 7824 1000000
6473 5822 1000000
6357 7824 1000000
7959 5822 1000000
7021 5822 1000000
902 9478 1000000
9951 3594 1000000
270 7824 1000000
1943 9478 1000000
2447 6890 1000000
1847 5385 1000000
622 9205 1000000
9009 5822 1000000
5549 5822 1000000
3389 9478 1000000
9778 5385 1000000
2032 2845 -217522
3265 8706 1000000
2793 6890 1000000
8925 5822 1000000
2788 6890 1000000
8317 3745 -216854
5446 5822 1000000
9165 5385 1000000
9018 3594 1000000
9680 4170 1000000
3132 6178 -212475
7451 4170 1000000
6777 9478 1000000
9349 8706 1000000
848 5385 1000000
3953 8706 1000000
6213 9205 1000000
3654 5385 1000000
363 8706 1000000
1155 5021 -210781
233 9205 1000000
3441 7824 1000000
4565 9205 1000000
9050 9205 1000000
4846 9478 1000000
5819 9478 1000000
8919 8706 1000000
761 5822 1000000
755 9478 1000000
8969 7824 1000000
4297 8706 1000000
1748 9205 1000000
1227 5822 1000000
2833 9205 1000000
6708 8706 1000000
6990 7824 1000000
8902 5822 1000000
3260 5822 1000000
5414 9205 1000000
1597 4170 1000000
7652 3594 1000000
5382 3594 1000000
1443 9478 1000000
1297 6890 1000000
7289 8706 1000000
3262 8706 1000000
5975 9478 1000000
5823 5385 1000000
5020 9478 1000000
1618 4170 1000000
8547 9205 1000000
6158 8706 1000000
2461 9205 1000000
225 4170 1000000
1136 5385 1000000
1919 4170 1000000
8749 4170 1000000
1790 3594 1000000
9468 5385 1000000
4673 9205 1000000
3167 9205 1000000
8768 9478 1000000
8479 7824 1000000
4430 9478 1000000
8710 5385 1000000
2067 6890 1000000
2107 9205 1000000
9596 5385 1000000
5917 9478 1000000
3635 3594 1000000
2012 5822 1000000
559 8706 1000000
8074 9478 1000000
3189 6890 1000000
5062 8706 1000000
9122 3594 1000000
2519 7824 1000000
4925 5822 1000000
3265 1891 -210886
3538 9205 1000000
7235 6890 1000000
7136 7824 1000000
2215 8706 1000000
2817 6890 1000000
9469 7824 1000000
9376 4170 1000000
5088 9205 1000000
4486 8706 1000000
3599 8706 1000000
8769 3594 1000000
1441 5822 1000000
4770 4170 1000000
1902 9478 1000000
9673 5385 1000000
3704 7824 1000000
5803 8706 1000000
9341 6430 -210743
4974 8706 1000000
2710 3594 1000000
7032 5385 1000000
2358 7824 1000000
616 5385 1000000
7800 4170 1000000
1691 3594 1000000
1715 3594 1000000
4609 3594 1000000
2614 3594 1000000
2372 6890 1000000
8551 7824 1000000
8456 3594 1000000
2714 8706 1000000
403 5235 -214687
9092 5385 1000000
6042 6890 1000000
7069 9205 1000000
2798 3594 1000000
6447 5385 1000000
6801 9205 1000000
3358 5385 1000000
4796 5385 1000000
7105 6890 1000000
4431 856 -214106
1060 9478 1000000
904 9205 1000000
6366 5385 1000000
2345 9478 1000000
4094 7449 -211688
8674 6890 1000000
4604 5385 1000000
9337 3487 -215313
3385 6890 1000000
9763 9478 1000000
9469 9478 1000000
6107 8706 1000000
77 9478 1000000
8237 7824 1000000
7601 7824 1000000
1966 7181 -218935
3391 6890 1000000
6583 9205 1000000
9844 8706 1000000
6139 7824 1000000
7208 5822 1000000
1712 3594 1000000
3478 2812 -216109
8046 8706 1000000
6426 5385 1000000
5355 9478 1000000
5768 9205 1000000
4292 7824 1000000
1711 9205 1000000
2477 6890 1000000
3865 9041 -217614
3812 9205 1000000
8695 9205 1000000
518 5165 -217731
7085 5385 1000000
5240 9478 1000000
5074 9205 1000000
8629 4170 1000000
575 8706 1000000
4448 7824 1000000
3637 7824 1000000
8152 6890 1000000
8442 5385 1000000
6976 9478 1000000
3569 7824 1000000
7233 9478 1000000
6710 5385 1000000
764 6890 1000000
2615 5822 1000000
1468 5385 1000000
862 9478 1000000
6156 3594 1000000
8591 4170 1000000
7140 3594 1000000
9760 5385 1000000
5556 4170 1000000
2925 9478 1000000
2147 5822 1000000
7049 3594 1000000
9003 3594 1000000
4632 7824 1000000
2215 6890 1000000
8187 6890 1000000
8650 6890 1000000
1702 5822 1000000
2540 6890 1000000
3089 4170 1000000
8373 8706 1000000
9369 7824 1000000
7971 8230 -218713
6710 3594 1000000
6940 6890 1000000
8515 5385 1000000
1033 6890 1000000
9706 3594 1000000
8030 3594 1000000
4952 3238 -211741
4222 6890 1000000
8883 6890 1000000
6814 8839 -216372
9392 4170 1000000
693 5385 1000000
5070 4170 1000000
5153 5385 1000000
2801 4170 1000000
9300 9478 1000000
4321 3594 1000000
9092 4170 1000000
7314 9478 1000000
7517 6890 1000000
534 3594 1000000
9880 4170 1000000
1246 3453 -215378
7071 5822 1000000
7126 7824 1000000
8505 9205 1000000
8567 4170 1000000
7155 5822 1000000
9947 5822 1000000
6948 5822 1000000
4189 1729 -215298
4909 1102 -210452
3454 4170 1000000
9897 5822 1000000
6971 9205 1000000
6892 4170 1000000
4840 6890 1000000
5241 9205 1000000
2568 3594 1000000
9604 5822 1000000
4671 9478 1000000
9583 9205 1000000
3512 5385 1000000
5513 9205 1000000
1374 5822 1000000
3023 9478 1000000
9955 5822 1000000
4368 4170 1000000
217 6890 1000000
4480 8706 1000000
9743 5822 1000000
2753 6890 1000000
1331 3594 1000000
5173 7824 1000000
2665 3594 1000000
1735 4170 1000000
9612 5385 1000000
5440 7824 1000000
3772 6890 1000000
6249 5822 1000000
1997 5849 -213973
2900 6890 1000000
5370 3594 1000000
9734 9478 1000000
3654 9203 -214663
6329 9205 1000000
8637 6890 1000000
5358 5822 1000000
3713 8706 1000000
7890 4842 -215222
6138 8706 1000000
7707 9205 1000000
2076 7824 1000000
498 6890 1000000
3019 7824 1000000
8102 6890 1000000
3134 5385 1000000
4579 4170 1000000
981 7824 1000000
1911 3594 1000000
464 5385 1000000
5163 1523 -210380
405 6890 1000000
8500 3594 1000000
9190 9205 1000000
3994 3594 1000000
8480 6890 1000000
8639 4170 1000000
1389 6890 1000000
5044 3594 1000000
8902 5385 1000000
3359 7824 1000000
2817 9478 1000000
4579 5385 1000000
8083 3594 1000000
3175 7824 1000000
563 2882 -213316
8850 5822 1000000
6017 6890 1000000
2093 7824 1000000
2895 6247 -214399
6086 6890 1000000
3939 9205 1000000
5839 7824 1000000
1602 8706 1000000
25 8706 1000000
4421 7824 1000000
3596 3233 -214582
9822 3594 1000000
6369 9478 1000000
8457 6890 1000000
2343 4170 1000000
5005 9205 1000000
244 5385 1000000
6786 6890 1000000
5682 7824 1000000
535 8706 1000000
7005 5822 1000000
7507 7824 1000000
3378 3594 1000000
6694 5385 1000000
6212 5822 1000000
6147 5385 1000000
6685 3594 1000000
3930 8884 -217048
1960 7353 -209902
4941 6890 1000000
4379 8706 1000000
2994 6890 1000000
9732 3594 1000000
1210 9478 1000000
8551 8706 1000000
6241 5822 1000000
7881 9205 1000000
5165 9205 1000000
6863 5822 1000000
8809 880 -217153
6585 8265 -215459
3768 7824 1000000
2797 8706 1000000
5657 5822 1000000
5062 6890 1000000
8117 9205 1000000
3920 5385 1000000
8297 8706 1000000
8840 5818 -216744
3576 5385 1000000
3648 8706 1000000
3829 4170 1000000
5775 9205 1000000
8575 4170 1000000
5717 9478 1000000
4445 9478 1000000
484 5822 1000000
4294 3594 1000000
8115 9478 1000000
4124 5822 1000000
2977 4170 1000000
1900 2853 -218775
618 3594 1000000
7046 6890 1000000
3061 9478 1000000
630 9205 1000000
8065 9478 1000000
4347 9205 1000000
248 3594 1000000
2034 8706 1000000
1981 5385 1000000
493 9478 1000000
865 9478 1000000
9474 5822 1000000
9805 6890 1000000
6301 5834 -211430
9007 3594 1000000
2205 5385 1000000
8018 5822 1000000
9625 8857 -215621
9300 8706 1000000
5012 4170 1000000
7659 3594 1000000
3358 7824 1000000
1322 8706 1000000
8445 9205 1000000
284 8706 1000000
1028 4170 1000000
5357 5822 1000000
8 2837 -214559
8797 8706 1000000
9219 6890 1000000
7058 3594 1000000
2759 8706 1000000
708 9478 1000000
7377 3594 1000000
6032 5339 -216252
1484 8706 1000000
6709 5385 1000000
6349 5385 1000000
8897 9205 1000000
2817 8315 -213477
2058 7824 1000000
9045 289 -209762
2287 5822 1000000
4400 6890 1000000
2515 4170 1000000
4359 9205 1000000
8068 4395 -212017
7338 3360 -209782
9018 5822 1000000
470 5385 1000000
9682 7824 1000000
5211 4170 1000000
6636 5822 1000000
531 7824 1000000
289 9205 1000000
1545 6890 1000000
6863 5385 1000000
1186 6890 1000000
4232 7824 1000000
9535 5822 1000000
5184 7824 1000000
8379 9478 1000000
8961 9205 1000000
7414 3061 -216160
1956 8706 1000000
640 8706 1000000
9448 2687 -214501
2884 8706 1000000
2519 8339 -218448
9429 4170 1000000
1379 8706 1000000
475 9205 1000000
6975 6890 1000000
4833 9478 1000000
1559 7824 1000000
4969 9478 1000000
9044 6093 -210847
7814 3594 1000000
2514 7824 1000000
5162 5385 1000000
4510 4170 1000000
8505 7824 1000000
3844 6890 1000000
2541 7824 1000000
4903 9205 1000000
8347 4170 1000000
3202 5385 1000000
8316 9478 1000000
9585 9205 1000000
8239 5822 1000000
4141 4170 1000000
8459 5822 1000000
307 5822 1000000
782 4170 1000000
6012 1279 -211982
3161 5385 1000000
195 5723 -210180
2430 6890 1000000
5283 3594 1000000
2914 3594 1000000
9146 3594 1000000
4060 6890 1000000
2833 5385 1000000
5324 5822 1000000
6433 7824 1000000
4134 9478 1000000
1460 8706 1000000
818 8706 1000000
4722 9205 1000000
6584 8706 1000000
6182 3594 1000000
4553 5822 1000000
1915 9478 1000000
398 5822 1000000
6572 9205 1000000
9064 9205 1000000
79 8706 1000000
7935 5822 1000000
1417 1395 -219533
9471 8706 1000000
6112 9478 1000000
1943 4170 1000000
8096 3594 1000000
5468 4170 1000000
3139 6890 1000000
7080 3594 1000000
4174 7824 1000000
5764 5822 1000000
7733 9205 1000000
6954 5385 1000000
2466 4170 1000000
6601 9205 1000000
8393 5822 1000000
8511 9205 1000000
2677 9478 1000000
1206 3594 1000000
2331 5385 1000000
9391 8706 1000000
7683 9478 1000000
7856 4595 -211660
5314 3594 1000000
3016 5822 1000000
4539 8706 1000000
4809 5822 1000000
749 8706 1000000
352 5822 1000000
9377 9478 1000000
8663 5385 1000000
579 3594 1000000
5072 6890 1000000
489 3594 1000000
7593 6174 -213253
4431 5822 1000000
7201 9478 1000000
4972 1509 -215219
7364 4170 1000000
9241 5593 -209932
5092 5385 1000000
6318 5385 1000000
5707 8706 1000000
3153 9478 1000000
3354 9478 1000000
5617 4170 1000000
4335 8706 1000000
1856 7824 1000000
1926 5385 1000000
7589 5385 1000000
5695 9205 1000000
1197 8706 1000000
40 9478 1000000
3560 7824 1000000
8211 3594 1000000
7812 5385 1000000
3810 5385 1000000
5325 8706 1000000
9145 5385 1000000
8458 9478 1000000
1733 5385 1000000
4823 9205 1000000
6097 9205 1000000
8025 9205 1000000
2695 9478 1000000
5742 9205 1000000
2885 5385 1000000
5185 7824 1000000
6059 3594 1000000
2800 9478 1000000
5776 5385 1000000
593 4170 1000000
6903 6890 1000000
5115 9205 1000000
3329 4170 1000000
5305 7824 1000000
2335 5822 1000000
8277 7824 1000000
9721 9205 1000000
9953 5822 1000000
3844 3594 1000000
6306 8706 1000000
3961 3594 1000000
2745 4170 1000000
5051 5822 1000000
714 5385 1000000
2707 9478 1000000
2529 8706 1000000
7188 6085 -213432
2213 5822 1000000
1877 7824 1000000
8951 5385 1000000
7571 6810 -213457
2912 8706 1000000
1241 6890 1000000
4182 5822 1000000
8699 5385 1000000
9842 6890 1000000
4548 5385 1000000
6825 5385 1000000
8170 4170 1000000
1002 3594 1000000
7823 6890 1000000
5820 5822 1000000
3475 5822 1000000
3948 5385 1000000
1220 5822 1000000
9990 9478 1000000
2639 5822 1000000
6161 6890 1000000
5090 2384 -219056
2591 5385 1000000
9012 5822 1000000
2868 5385 1000000
9433 9205 1000000
3254 9205 1000000
6066 3594 1000000
1377 9478 1000000
1469 5385 1000000
8060 5822 1000000
8609 5385 1000000
7401 6890 1000000
9015 5822 1000000
5574 5822 1000000
8721 7824 1000000
8337 7824 1000000
3414 3594 1000000
667 3594 1000000
1903 7824 1000000
830 4346 -215711
4583 8425 -219144
185 2272 -211360
615 5822 1000000
7216 4170 1000000
9419 4170 1000000
9942 9205 1000000
3644 3594 1000000
507 5822 1000000
1557 5385 1000000
696 9205 1000000
4017 7824 1000000
2430 4170 1000000
3951 8706 1000000
7622 3594 1000000
1856 5822 1000000
2288 8706 1000000
4761 3594 1000000
2962 5822 1000000
1734 9478 1000000
4921 3594 1000000
9201 9205 1000000
7115 9478 1000000
7197 8706 1000000
6570 5822 1000000
6953 3447 -210117
3030 6890 1000000
9134 6890 1000000
9731 9478 1000000
6512 8706 1000000
2699 9205 1000000
2887 8396 -214077
7349 3594 1000000
9563 5822 1000000
5351 1042 -217790
3334 5385 1000000
3294 7824 1000000
3225 8706 1000000
7277 9478 1000000
2429 9205 1000000
8766 5385 1000000
5118 9205 1000000
7381 3594 1000000
6094 8706 1000000
6619 9205 1000000
237 5385 1000000
7475 8706 1000000
1501 6383 -209821
5198 3594 1000000
9817 3594 1000000
8798 5385 1000000
5370 7824 1000000
2826 6890 1000000
2736 5385 1000000
8256 8706 1000000
6344 2505 -216993
9545 9478 1000000
9744 5822 1000000
3992 7824 1000000
6234 6890 1000000
7112 7824 1000000
2257 4170 1000000
6448 9478 1000000
2962 6890 1000000
24 6890 1000000
3905 9478 1000000
5642 4170 1000000
8775 7824 1000000
433 8706 1000000
4053 6890 1000000
2273 7824 1000000
2216 9205 1000000
8338 6890 1000000
4175 386 -210634
4275 8706 1000000
5488 7824 1000000
6385 9478 1000000
2994 6976 -215197
6021 5822 1000000
7533 9205 1000000
5825 6890 1000000
1237 5385 1000000
521 4170 1000000
9146 9478 1000000
1941 4170 1000000
6223 5265 -217651
7924 8706 1000000
1866 3594 1000000
9193 9478 1000000
7928 3594 1000000
6343 8706 1000000
9262 8706 1000000
3897 6890 1000000
4203 9205 1000000
3991 9205 1000000
4041 3594 1000000
7032 6890 1000000
8989 5385 1000000
7650 9205 1000000
7932 7824 1000000
7174 9205 1000000
627 5385 1000000
5239 9205 1000000
2522 9205 1000000
1947 5822 1000000
4075 5822 1000000
3038 3594 1000000
7859 7824 1000000
4917 6890 1000000
7873 3594 1000000
2369 4170 1000000
8849 3594 1000000
2839 5385 1000000
9607 6890 1000000
2414 5385 1000000
3145 5822 1000000
7148 3594 1000000
1088 1943 -216506
6484 9478 1000000
8855 9205 1000000
3650 1242 -215588
6270 7824 1000000
133 4342 -219400
5972 3594 1000000
3993 3594 1000000
8030 5385 1000000
8425 4170 1000000
8816 7824 1000000
2426 3594 1000000
386 9205 1000000
3587 3594 1000000
9720 7824 1000000
4032 5822 1000000
2622 6890 1000000
1162 3594 1000000
6465 7824 1000000
1242 9478 1000000
6028 6635 -217412
9379 9478 1000000
2213 3594 1000000
7725 9556 -219610
8559 9205 1000000
3465 9205 1000000
649 9205 1000000
8186 8706 1000000
5524 7824 1000000
961 7824 1000000
4044 4170 1000000
8437 7824 1000000
4873 9478 1000000
15 3594 1000000
2521 9205 1000000
1615 3594 1000000
6860 9478 1000000
6753 7824 1000000
5996 7824 1000000
5809 8706 1000000
847 5385 1000000
2485 9205 1000000
8708 8706 1000000
5147 7824 1000000
2567 9478 1000000
9643 3594 1000000
4152 4170 1000000
5367 6890 1000000
8121 6890 1000000
4686 1845 -218505
4735 9478 1000000
6426 4170 1000000
8309 6890 1000000
7858 4170 1000000
2100 3594 1000000
6501 2676 -210460
6611 5822 1000000
3783 6890 1000000
1613 9205 1000000
242 4909 -210451
6945 8706 1000000
3197 3594 1000000
7403 6890 1000000
1642 5822 1000000
93 5385 1000000
7211 3594 1000000
6413 7824 1000000
4603 5385 1000000
4146 9205 1000000
8748 9205 1000000
7003 8706 1000000
4814 6890 1000000
1144 9478 1000000
4677 9205 1000000
5261 3594 1000000
6753 3594 1000000
2382 8706 1000000
4050 9205 1000000
5727 5385 1000000
9325 9478 1000000
6922 8706 1000000
4371 6890 1000000
2235 9205 1000000
1987 4170 1000000
3327 3594 1000000
4998 9478 1000000
2423 7824 1000000
5993 8706 1000000
9 5822 1000000
923 5385 1000000
7936 6890 1000000
6013 9205 1000000
4292 6890 1000000
888 5385 1000000
3621 8706 1000000
5019 6890 1000000
7263 9205 1000000
725 7824 1000000
5893 9478 1000000
3656 5385 1000000
9402 8706 1000000
68 5542 -218983
3248 5822 1000000
4138 4170 1000000
7903 8706 1000000
750 6890 1000000
5923 4170 1000000
3231 9478 1000000
800 9478 1000000
9911 9478 1000000
6060 3594 1000000
3231 4170 1000000
7492 7824 1000000
4225 7484 -215598
7742 3594 1000000
4788 9478 1000000
6518 4170 1000000
9863 6890 1000000
1723 7824 1000000
5504 8706 1000000
5816 7824 1000000
7851 6890 1000000
1160 9478 1000000
1969 6890 1000000
8672 6890 1000000
7117 7824 1000000
9274 5385 1000000
5133 9205 1000000
4163 9478 1000000
1818 8706 1000000
3213 9205 1000000
1015 6890 1000000
6878 4170 1000000
2823 4170 1000000
9857 7824 1000000
4487 5822 1000000
1179 4170 1000000
4904 8706 1000000
3835 4170 1000000
6012 7824 1000000
5405 4170 1000000
323 9467 -210919
6880 7824 1000000
5166 5822 1000000
3891 9205 1000000
3388 606 -211537
2221 5385 1000000
2290 9181 -218888
5039 9478 1000000
8741 6845 -214622
398 4170 1000000
2931 3594 1000000
2977 6890 1000000
341 4170 1000000
1688 5385 1000000
5864 8706 1000000
2142 8706 1000000
2988 9205 1000000
7498 5822 1000000
3968 9205 1000000
1026 8706 1000000
7978 6251 -210694
4643 9478 1000000
2817 5385 1000000
2045 9205 1000000
481 3594 1000000
5421 4170 1000000
9495 5822 1000000
1666 6890 1000000
2869 9478 1000000
4186 9205 1000000
7604 3594 1000000
8864 7824 1000000
5401 9205 1000000
8779 5822 1000000
6015 3594 1000000
8517 9478 1000000
1173 9205 1000000
9712 5822 1000000
3508 9205 1000000
5021 9205 1000000
3740 5385 1000000
5890 9478 1000000
6109 4170 1000000
9887 7824 1000000
3330 8706 1000000
3982 9478 1000000
8099 5385 1000000
3494 9205 1000000
1448 8706 1000000
884 8706 1000000
4985 9478 1000000
7338 5385 1000000
1569 8706 1000000
7507 3594 1000000
219 9478 1000000
9347 6890 1000000
3117 7824 1000000
1428 5385 1000000
5206 9478 1000000
5535 4170 1000000
5077 4170 1000000
9080 8706 1000000
5352 5822 1000000
5978 9478 1000000
891 7824 1000000
7866 8706 1000000
3329 7824 1000000
364 9478 1000000
8714 9478 1000000
3350 9205 1000000
1166 8706 1000000
361 7824 1000000
879 6890 1000000
6649 5385 1000000
7748 5822 1000000
768 9205 1000000
2500 7401 -217016
7647 6571 -215008
936 5822 1000000
1372 5529 -215054
4391 9478 1000000
6855 6890 1000000
9862 6697 -219542
4270 9205 1000000
4822 3594 1000000
194 4170 1000000
4014 9478 1000000
5261 7824 1000000
7565 9205 1000000
5466 3594 1000000
3046 7824 1000000
9175 4170 1000000
5748 9478 1000000
7592 7272 -213365
5689 9478 1000000
8342 8706 1000000
6182 8706 1000000
9988 4715 -218923
477 6890 1000000
2445 4170 1000000
1924 6890 1000000
6011 4170 1000000
3924 4170 1000000
9862 4170 1000000
4260 6890 1000000
8960 1036 -218586
7155 6890 1000000
6434 403 -214686
6565 4170 1000000
6866 9478 1000000
6917 4170 1000000
636 3594 1000000
2514 9205 1000000
9320 9205 1000000
6613 4170 1000000
3915 7824 1000000
8662 6890 1000000
3737 6890 1000000
496 9478 1000000
5980 6890 1000000
4507 6890 1000000
2331 9205 1000000
2869 3925 -213931
7813 9038 -213070
8703 8706 1000000
9286 6890 1000000
2024 4170 1000000
2529 5822 1000000
7 4170 1000000
8007 7824 1000000
3041 9205 1000000
9953 7824 1000000
8485 3594 1000000
7802 9478 1000000
4275 9478 1000000
398 3594 1000000
6208 5822 1000000
1921 9205 1000000
9657 4170 1000000
9630 6018 -215572
1576 9478 1000000
4801 5385 1000000
3763 5385 1000000
6559 9478 1000000
860 9478 1000000
3199 3594 1000000
4735 8706 1000000
4410 6890 1000000
2262 3594 1000000
9148 8706 1000000
1776 5385 1000000
3634 5822 1000000
1744 3594 1000000
8232 6890 1000000
191 5385 1000000
2930 5385 1000000
3442 9205 1000000
5577 2835 -211396
260 4170 1000000
8058 8706 1000000
5842 9205 1000000
9333 9478 1000000
5595 5822 1000000
992 9478 1000000
4460 7824 1000000
9254 6890 1000000
9188 4170 1000000
8334 5385 1000000
5841 9478 1000000
1831 9478 1000000
7873 9478 1000000
270 6890 1000000
1775 6890 1000000
5531 3594 1000000
845 5385 1000000
6195 8706 1000000
2861 8706 1000000
3227 5822 1000000
8184 6890 1000000
257 7824 1000000
4401 5385 1000000
7124 7824 1000000
6259 9205 1000000
945 3594 1000000
5744 5385 1000000
7505 9478 1000000
3747 5822 1000000
6593 3594 1000000
7543 9478 1000000
95 5822 1000000
6459 4170 1000000
7272 3594 1000000
6508 5385 1000000
2557 5385 1000000
2001 7824 1000000
5589 8706 1000000
4235 4170 1000000
8048 9478 1000000
62 6890 1000000
5831 9478 1000000
839 5385 1000000
4055 9478 1000000
4821 3594 1000000
58 6890 1000000
8911 4252 -215467
6892 3594 1000000
7130 9478 1000000
2869 8706 1000000
1652 9205 1000000
1391 3594 1000000
4418 9205 1000000
6993 5385 1000000
3153 3594 1000000
7371 408 -209830
9078 3420 -216795
1235 4170 1000000
1905 6890 1000000
2551 3594 1000000
6326 6890 1000000
9951 5822 1000000
7449 7824 1000000
5450 4170 1000000
1288 4170 1000000
3937 6890 1000000
3084 6890 1000000
7089 7824 1000000
4557 4170 1000000
555 3594 1000000
362 5385 1000000
8428 6890 1000000
5589 9478 1000000
6403 6890 1000000
2392 6890 1000000
6218 8706 1000000
3241 9205 1000000
4007 4170 1000000
446 8706 1000000
5357 3594 1000000
353 9205 1000000
3603 6890 1000000
7962 707 -210044
3281 8706 1000000
868 5822 1000000
2582 5732 -209804
6482 8706 1000000
3730 9478 1000000
1821 9205 1000000
